,filepath,type,id,hog_features,glcm_features
16,../NEU-DET/train/images\crazing\crazing_113.jpg,crazing,113,[0.23190915 0.17027638 0.14564122 ... 0.08883091 0.16759499 0.14640379],"[2.88795151e+02 4.13217242e+02 2.71042261e+02 3.62279311e+02
 4.76752778e+02 4.13217242e+02 4.79497273e+02 3.62279311e+02
 6.79427781e+02 7.28101162e+02 6.96102755e+02 6.91731841e+02
 8.20313021e+02 8.28622622e+02 7.73576328e+02 8.01016952e+02
 1.33862060e+01 1.60016161e+01 1.29627638e+01 1.49991414e+01
 1.71756061e+01 1.60016161e+01 1.72497980e+01 1.49991414e+01
 2.04563010e+01 2.12314669e+01 2.07809694e+01 2.06857945e+01
 2.25457292e+01 2.26551440e+01 2.19203906e+01 2.23133170e+01
 7.44945742e-02 6.39277076e-02 7.84610448e-02 6.58567171e-02
 5.98457511e-02 6.39277076e-02 5.88499041e-02 6.58567171e-02
 4.93869237e-02 4.68962330e-02 4.93939831e-02 5.01579665e-02
 4.57339309e-02 4.58858454e-02 4.74497727e-02 4.53622520e-02
 1.61903044e-02 1.50092895e-02 1.63208990e-02 1.54111631e-02
 1.46001750e-02 1.50092895e-02 1.45174899e-02 1.54111631e-02
 1.38108131e-02 1.36015896e-02 1.36044629e-02 1.37237113e-02
 1.35356056e-02 1.34328725e-02 1.33549198e-02 1.34959234e-02
 8.05530155e-01 7.21861005e-01 8.18168886e-01 7.56154607e-01
 6.77307446e-01 7.21861005e-01 6.78620272e-01 7.56154607e-01
 5.33614800e-01 5.05131952e-01 5.34889197e-01 5.29931224e-01
 4.21405850e-01 4.27826365e-01 4.86428990e-01 4.47295848e-01]"
58,../NEU-DET/train/images\crazing\crazing_151.jpg,crazing,151,[0.2307198  0.15791771 0.21865161 ... 0.14843487 0.23821507 0.23821507],"[1.13837236e+02 1.53409838e+02 9.89147236e+01 1.37135476e+02
 1.75567374e+02 1.53409838e+02 1.62252551e+02 1.37135476e+02
 2.26703546e+02 2.34606844e+02 2.12839388e+02 2.34936638e+02
 2.85793333e+02 2.71348257e+02 2.42961198e+02 2.76846742e+02
 8.28809045e+00 9.61740865e+00 7.70402010e+00 9.11259817e+00
 1.02982323e+01 9.61740865e+00 9.91866162e+00 9.11259817e+00
 1.16258418e+01 1.18539772e+01 1.12976531e+01 1.18819861e+01
 1.31277083e+01 1.27682804e+01 1.19821354e+01 1.28535976e+01
 1.22588777e-01 1.07377579e-01 1.33016441e-01 1.13385111e-01
 1.00130885e-01 1.07377579e-01 1.04413050e-01 1.13385111e-01
 9.17964926e-02 8.89216688e-02 9.28102317e-02 8.78319637e-02
 7.93940551e-02 8.35708594e-02 8.80584847e-02 8.21528915e-02
 2.52946700e-02 2.36650675e-02 2.62189511e-02 2.42871836e-02
 2.29851392e-02 2.36650675e-02 2.32882780e-02 2.42871836e-02
 2.18857035e-02 2.16723911e-02 2.20681549e-02 2.16832334e-02
 2.08992771e-02 2.10483611e-02 2.15648273e-02 2.11126196e-02
 8.67720956e-01 8.21592274e-01 8.85381802e-01 8.40516688e-01
 7.95220415e-01 8.21592274e-01 8.11792556e-01 8.40516688e-01
 7.33065632e-01 7.24489668e-01 7.52771371e-01 7.24013939e-01
 6.56056186e-01 6.76413845e-01 7.18537994e-01 6.69571937e-01]"
1132,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_38.jpg,rolled-in,38,[0.1646917  0.07009379 0.16523265 ... 0.06033702 0.09974983 0.06712152],"[6.02030151e+01 9.48204338e+01 8.85002513e+01 9.66251610e+01
 8.38695960e+01 9.48204338e+01 1.32364924e+02 9.66251610e+01
 1.28617270e+02 1.75324899e+02 1.91634694e+02 1.81687521e+02
 1.97666432e+02 2.48531087e+02 2.80372604e+02 2.60290440e+02
 6.09849246e+00 7.59905053e+00 7.32035176e+00 7.66210449e+00
 7.17121212e+00 7.59905053e+00 8.81462121e+00 7.66210449e+00
 8.74660714e+00 1.00520498e+01 1.03919898e+01 1.01888995e+01
 1.07287760e+01 1.18427569e+01 1.23840104e+01 1.20734669e+01
 1.55388125e-01 1.29044381e-01 1.34457756e-01 1.27651202e-01
 1.36416503e-01 1.29044381e-01 1.14002477e-01 1.27651202e-01
 1.14504755e-01 1.02689993e-01 1.00961555e-01 1.02808434e-01
 9.77237233e-02 8.98788988e-02 8.90325355e-02 9.00466109e-02
 3.01887167e-02 2.74365099e-02 2.79683963e-02 2.74239568e-02
 2.82216036e-02 2.74365099e-02 2.60039894e-02 2.74239568e-02
 2.60377781e-02 2.47951683e-02 2.45160361e-02 2.46841350e-02
 2.40819740e-02 2.35700846e-02 2.31665619e-02 2.33947349e-02
 9.03098235e-01 8.47352497e-01 8.57409400e-01 8.44449843e-01
 8.65111213e-01 8.47352497e-01 7.86619226e-01 8.44449843e-01
 7.93463769e-01 7.17787718e-01 6.90519479e-01 7.07597026e-01
 6.83291137e-01 5.99153517e-01 5.45590442e-01 5.80448808e-01]"
55,../NEU-DET/train/images\crazing\crazing_149.jpg,crazing,149,[0.22739278 0.09753676 0.19261398 ... 0.17409787 0.05241723 0.04921476],"[3.37682487e+02 5.00644100e+02 3.06144146e+02 4.27770385e+02
 5.95163889e+02 5.00644100e+02 5.53156364e+02 4.27770385e+02
 8.99035867e+02 9.35500502e+02 8.17970000e+02 9.21695818e+02
 1.17107078e+03 1.16522720e+03 1.02814250e+03 1.15692313e+03
 1.44255025e+01 1.75905911e+01 1.37709296e+01 1.62471907e+01
 1.89884848e+01 1.75905911e+01 1.84987374e+01 1.62471907e+01
 2.30614286e+01 2.37348811e+01 2.23969388e+01 2.35116339e+01
 2.61383333e+01 2.63183388e+01 2.47683333e+01 2.60163407e+01
 7.01126379e-02 5.79647794e-02 7.34284383e-02 6.23725895e-02
 5.46721100e-02 5.79647794e-02 5.60221045e-02 6.23725895e-02
 4.63183830e-02 4.50799375e-02 4.73305724e-02 4.54287802e-02
 4.02767959e-02 4.01633894e-02 4.28259844e-02 4.07497806e-02
 1.53247795e-02 1.40856876e-02 1.55562847e-02 1.45257409e-02
 1.37460052e-02 1.40856876e-02 1.38014118e-02 1.45257409e-02
 1.29127125e-02 1.27339344e-02 1.29128133e-02 1.28007591e-02
 1.24954419e-02 1.24107503e-02 1.25900214e-02 1.24504066e-02
 8.05931746e-01 7.12877629e-01 8.24041976e-01 7.54667521e-01
 6.58690585e-01 7.12877629e-01 6.82637827e-01 7.54667521e-01
 4.85111724e-01 4.67487960e-01 5.32541810e-01 4.75311338e-01
 3.29399149e-01 3.38695192e-01 4.15517509e-01 3.43453496e-01]"
542,../NEU-DET/train/images\patches\patches_155.jpg,patches,155,[0.00722698 0.         0.         ... 0.1519568  0.03998254 0.07383831],"[3.33700678e+02 4.67499886e+02 2.41278693e+02 3.94161789e+02
 7.05858081e+02 4.67499886e+02 4.99178258e+02 3.94161789e+02
 1.42368385e+03 1.37905014e+03 9.76557985e+02 1.27522162e+03
 2.78658034e+03 2.67301464e+03 1.76931820e+03 2.40874857e+03
 1.26527889e+01 1.48420242e+01 1.07564824e+01 1.36419535e+01
 1.80303030e+01 1.48420242e+01 1.50762374e+01 1.36419535e+01
 2.52858929e+01 2.46170991e+01 2.04701276e+01 2.36816718e+01
 3.63766406e+01 3.50525295e+01 2.71279948e+01 3.29908332e+01
 1.65467822e-01 1.58249540e-01 1.78467395e-01 1.64275497e-01
 1.43941259e-01 1.58249540e-01 1.61141009e-01 1.64275497e-01
 1.24540138e-01 1.28408593e-01 1.43910621e-01 1.31375425e-01
 9.94749739e-02 1.06249997e-01 1.29990167e-01 1.09701713e-01
 7.72443398e-02 7.93797434e-02 8.02945615e-02 7.99310140e-02
 7.37960020e-02 7.93797434e-02 8.02886220e-02 7.99310140e-02
 6.78743505e-02 6.95019851e-02 7.64402187e-02 7.07513030e-02
 5.55538764e-02 5.96041591e-02 7.26507218e-02 6.13829082e-02
 9.69173022e-01 9.56848862e-01 9.77740074e-01 9.63618631e-01
 9.34771083e-01 9.56848862e-01 9.53991046e-01 9.63618631e-01
 8.68384829e-01 8.72894084e-01 9.10155569e-01 8.82477366e-01
 7.42246091e-01 7.54163394e-01 8.37711695e-01 7.78593325e-01]"
1730,../NEU-DET/validation/images\rolled-in_scale\rolled-in_scale_291.jpg,rolled-in,291,[0.20193837 0.11672264 0.24315505 ... 0.25069203 0.10190312 0.08786027],"[5.55476382e+01 1.01221712e+02 8.99114070e+01 1.01038863e+02
 9.46149747e+01 1.01221712e+02 1.40013813e+02 1.01038863e+02
 1.56491250e+02 1.76867273e+02 1.87796913e+02 1.83720529e+02
 2.18844583e+02 2.26161149e+02 2.44695052e+02 2.31459560e+02
 5.82567839e+00 7.76659680e+00 7.28949749e+00 7.72879473e+00
 7.54967172e+00 7.76659680e+00 8.97780303e+00 7.72879473e+00
 9.56900510e+00 1.00364348e+01 1.02495663e+01 1.02259270e+01
 1.12376042e+01 1.13208896e+01 1.16421875e+01 1.14255500e+01
 1.65738154e-01 1.29428821e-01 1.37229889e-01 1.30488972e-01
 1.32114817e-01 1.29428821e-01 1.15382505e-01 1.30488972e-01
 1.08057002e-01 1.06249903e-01 1.03840421e-01 1.02907608e-01
 9.34868767e-02 9.53896959e-02 9.47479083e-02 9.53744961e-02
 3.76726726e-02 3.34742940e-02 3.44941293e-02 3.37187879e-02
 3.39103853e-02 3.34742940e-02 3.19643159e-02 3.37187879e-02
 3.13321961e-02 3.09353251e-02 3.07253173e-02 3.07193830e-02
 3.00469490e-02 2.99277011e-02 2.96520084e-02 2.98278568e-02
 8.47653950e-01 7.22458574e-01 7.53679982e-01 7.22958008e-01
 7.40278297e-01 7.22458574e-01 6.16467930e-01 7.22958008e-01
 5.69392628e-01 5.13665010e-01 4.85138812e-01 4.94817215e-01
 3.94171355e-01 3.75588601e-01 3.29225182e-01 3.60857317e-01]"
408,../NEU-DET/train/images\inclusion\inclusion_34.jpg,inclusion,34,[0.24165444 0.0718456  0.20356665 ... 0.22025574 0.06332825 0.0790845 ],"[ 2.87429648  3.9284614   2.30751256  4.13529961  5.86477273  3.9284614
  4.27704545  4.13529961  9.95354592  8.8757247   5.98706633  9.04656136
 14.93440104 13.94563716  9.16221354 14.04118397  1.21575377  1.48064443
  1.08977387  1.52188076  1.81825758  1.48064443  1.56078283  1.52188076
  2.36992347  2.24102657  1.85446429  2.26375325  2.90033854  2.80375173
  2.30533854  2.83335105  0.54329485  0.47782752  0.56995743  0.4697579
  0.42150633  0.47782752  0.45999827  0.4697579   0.35493758  0.36928937
  0.41277824  0.36496387  0.30947403  0.31529767  0.35358055  0.31062102
  0.09312988  0.08430139  0.09774521  0.08336038  0.07689443  0.08430139
  0.08243068  0.08336038  0.06739218  0.06979462  0.0766432   0.06935419
  0.06101537  0.06288503  0.06926494  0.06196817  0.98247822  0.97589992
  0.98585763  0.97463349  0.96420616  0.97589992  0.97363401  0.97463349
  0.93908268  0.94474218  0.9626529   0.9437126   0.90837977  0.91126991
  0.94142806  0.91090509]"
239,../NEU-DET/train/images\crazing\crazing_99.jpg,crazing,99,[0.2474483  0.17827207 0.14139814 ... 0.1529464  0.0721543  0.19614428],"[1.60860025e+02 2.15842706e+02 1.32427990e+02 1.86653090e+02
 2.68975455e+02 2.15842706e+02 2.40914217e+02 1.86653090e+02
 3.81896276e+02 4.04682599e+02 3.76041862e+02 3.72803963e+02
 4.64135469e+02 4.76409820e+02 4.50092161e+02 4.55736901e+02
 9.72464824e+00 1.12525189e+01 8.83175879e+00 1.04725891e+01
 1.25096970e+01 1.12525189e+01 1.18082071e+01 1.04725891e+01
 1.48068367e+01 1.52101574e+01 1.46719133e+01 1.47006880e+01
 1.63426042e+01 1.65910830e+01 1.60565365e+01 1.62111276e+01
 1.07464939e-01 9.52555574e-02 1.17470799e-01 1.00619533e-01
 8.73584229e-02 9.52555574e-02 9.22343670e-02 1.00619533e-01
 7.41410623e-02 7.35010875e-02 7.43955137e-02 7.45590926e-02
 6.87487247e-02 6.69815075e-02 7.02461300e-02 6.76720591e-02
 1.94125601e-02 1.81747643e-02 2.03877791e-02 1.88196882e-02
 1.74643259e-02 1.81747643e-02 1.78967196e-02 1.88196882e-02
 1.63902118e-02 1.61334173e-02 1.63521304e-02 1.64470869e-02
 1.58925338e-02 1.56955292e-02 1.58052751e-02 1.59124075e-02
 9.29985330e-01 9.05991085e-01 9.42874728e-01 9.18700805e-01
 8.81575982e-01 9.05991085e-01 8.96007861e-01 9.18700805e-01
 8.27451755e-01 8.19196930e-01 8.37501931e-01 8.33404657e-01
 7.80393194e-01 7.78573376e-01 8.04735559e-01 7.88110021e-01]"
980,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_117.jpg,rolled-in,117,[0.2070589  0.14189077 0.10558429 ... 0.11404662 0.10558523 0.08580033],"[7.07718342e+01 1.16106512e+02 1.08300678e+02 1.15740158e+02
 1.01447045e+02 1.16106512e+02 1.56486061e+02 1.15740158e+02
 1.59347143e+02 1.91256899e+02 1.96582423e+02 1.90581077e+02
 2.31390755e+02 2.39150972e+02 2.39792031e+02 2.42109071e+02
 6.61655779e+00 8.44008990e+00 8.12203518e+00 8.41342390e+00
 7.94234848e+00 8.44008990e+00 9.72924242e+00 8.41342390e+00
 9.88714286e+00 1.07513979e+01 1.08125765e+01 1.07154784e+01
 1.19296094e+01 1.19893719e+01 1.18432813e+01 1.20785684e+01
 1.46844532e-01 1.18814385e-01 1.22422028e-01 1.19738081e-01
 1.24563331e-01 1.18814385e-01 1.03130061e-01 1.19738081e-01
 1.01985548e-01 9.28998983e-02 9.56107254e-02 9.52858573e-02
 8.47451433e-02 8.70792044e-02 9.01396296e-02 8.66166146e-02
 3.04359159e-02 2.73157209e-02 2.78467463e-02 2.73485579e-02
 2.79532794e-02 2.73157209e-02 2.56822093e-02 2.73485579e-02
 2.53397622e-02 2.46085372e-02 2.45804154e-02 2.44587038e-02
 2.32825244e-02 2.33564770e-02 2.37748508e-02 2.32617064e-02
 8.77295404e-01 7.98927419e-01 8.12229207e-01 7.99563463e-01
 8.24358823e-01 7.98927419e-01 7.29029694e-01 7.99563463e-01
 7.25049124e-01 6.70450422e-01 6.60329666e-01 6.71649953e-01
 6.04009087e-01 5.91122814e-01 5.86154209e-01 5.86152710e-01]"
1239,../NEU-DET/train/images\scratches\scratches_134.jpg,scratches,134,[0.25169443 0.11327413 0.13707264 ... 0.01640446 0.25008891 0.09668131],"[3.11465829e+01 3.95242797e+01 8.95912060e+00 3.44508725e+01
 9.47036869e+01 3.95242797e+01 2.24200253e+01 3.44508725e+01
 2.44009362e+02 1.85129944e+02 4.28288265e+01 1.78042336e+02
 5.40261354e+02 4.17188862e+02 7.05278646e+01 4.08533585e+02
 2.66522613e+00 3.19610616e+00 1.78570352e+00 3.01156536e+00
 4.44444444e+00 3.19610616e+00 2.71957071e+00 3.01156536e+00
 7.07155612e+00 6.26684532e+00 3.57693878e+00 6.14092092e+00
 1.13031771e+01 9.72063981e+00 4.59828125e+00 9.72478478e+00
 4.50149544e-01 3.85700221e-01 4.85176946e-01 3.95225840e-01
 3.46061841e-01 3.85700221e-01 3.83363084e-01 3.95225840e-01
 2.80069606e-01 2.94101472e-01 3.33603661e-01 2.88422184e-01
 2.15007684e-01 2.44064936e-01 2.72669795e-01 2.12018557e-01
 5.88414236e-02 5.26925729e-02 6.16114216e-02 5.35510857e-02
 4.89580138e-02 5.26925729e-02 5.20282552e-02 5.35510857e-02
 4.27168615e-02 4.46761261e-02 4.80317447e-02 4.36977962e-02
 3.61791487e-02 3.92312781e-02 4.30830275e-02 3.66543834e-02
 9.83806479e-01 9.79388794e-01 9.95313796e-01 9.82034869e-01
 9.50911474e-01 9.79388794e-01 9.88235407e-01 9.82034869e-01
 8.74294869e-01 9.03407235e-01 9.77378849e-01 9.07122809e-01
 7.25104927e-01 7.82286630e-01 9.62334581e-01 7.86960495e-01]"
659,../NEU-DET/train/images\patches\patches_44.jpg,patches,44,[0.39318831 0.39121078 0.11197038 ... 0.23384546 0.16634011 0.22396577],"[3.17691608e+02 4.70415368e+02 2.89450879e+02 4.31682710e+02
 6.24963965e+02 4.70415368e+02 6.14125429e+02 4.31682710e+02
 1.08497219e+03 1.17256095e+03 1.12549474e+03 1.20657631e+03
 1.61564286e+03 1.71467555e+03 1.83179247e+03 1.97646142e+03
 1.17728643e+01 1.40351759e+01 1.11096734e+01 1.34628166e+01
 1.59081566e+01 1.40351759e+01 1.57556313e+01 1.34628166e+01
 2.04383673e+01 2.10079105e+01 2.08045918e+01 2.15318612e+01
 2.50491667e+01 2.57451642e+01 2.64008594e+01 2.76109576e+01
 2.52230624e-01 2.44541924e-01 2.55166307e-01 2.49087121e-01
 2.37455288e-01 2.44541924e-01 2.38752085e-01 2.49087121e-01
 2.20919487e-01 2.20361332e-01 2.23524910e-01 2.19040956e-01
 2.05992195e-01 2.04208955e-01 2.08177521e-01 2.02087175e-01
 1.70254080e-01 1.69771211e-01 1.69865853e-01 1.71828152e-01
 1.67383838e-01 1.69771211e-01 1.68057423e-01 1.71828152e-01
 1.59623459e-01 1.59101198e-01 1.61619587e-01 1.59051574e-01
 1.50753060e-01 1.50212442e-01 1.53735782e-01 1.49511588e-01
 9.52918230e-01 9.30332771e-01 9.57080470e-01 9.36069389e-01
 9.07477851e-01 9.30332771e-01 9.08993154e-01 9.36069389e-01
 8.39614803e-01 8.26870607e-01 8.33435380e-01 8.21861100e-01
 7.62037515e-01 7.48093303e-01 7.29652886e-01 7.09727475e-01]"
1175,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_77.jpg,rolled-in,77,[0.23309903 0.12660159 0.23309903 ... 0.23095172 0.14411566 0.04448524],"[1.10314774e+02 2.18301154e+02 1.98619296e+02 2.09179894e+02
 1.75093283e+02 2.18301154e+02 3.11039419e+02 2.09179894e+02
 3.04491607e+02 3.84780901e+02 3.98813240e+02 3.79493107e+02
 4.51682266e+02 4.77697524e+02 4.69163307e+02 4.57786508e+02
 8.28216080e+00 1.15533446e+01 1.10360302e+01 1.13019621e+01
 1.03918182e+01 1.15533446e+01 1.36725505e+01 1.13019621e+01
 1.35110459e+01 1.51381381e+01 1.53307398e+01 1.50198665e+01
 1.64209635e+01 1.66856733e+01 1.65168490e+01 1.65566745e+01
 1.17001637e-01 8.66048431e-02 9.01899458e-02 8.84037451e-02
 9.57998565e-02 8.66048431e-02 7.49265604e-02 8.84037451e-02
 7.66302422e-02 6.76768454e-02 6.78344538e-02 6.88541357e-02
 6.34619250e-02 6.47176114e-02 6.44226021e-02 6.31225711e-02
 2.09224456e-02 1.82188563e-02 1.85921754e-02 1.83950772e-02
 1.89816532e-02 1.82188563e-02 1.70841032e-02 1.83950772e-02
 1.70566955e-02 1.64095515e-02 1.64635809e-02 1.64645976e-02
 1.57388969e-02 1.58368268e-02 1.60893564e-02 1.58356789e-02
 9.08994440e-01 8.19501171e-01 8.35369359e-01 8.27050397e-01
 8.55948541e-01 8.19501171e-01 7.41613277e-01 8.27050397e-01
 7.50864544e-01 6.82066851e-01 6.67173349e-01 6.86497789e-01
 6.34741969e-01 6.05300208e-01 6.04559438e-01 6.21841300e-01]"
110,../NEU-DET/train/images\crazing\crazing_199.jpg,crazing,199,[0.236032   0.236032   0.07456373 ... 0.00401814 0.0797838  0.24688552],"[4.07449497e+02 5.50016666e+02 3.16729774e+02 4.78365395e+02
 7.02156818e+02 5.50016666e+02 5.85315783e+02 4.78365395e+02
 9.67250663e+02 9.92853616e+02 8.85836786e+02 9.63600454e+02
 1.10031216e+03 1.14264183e+03 1.05628833e+03 1.09592672e+03
 1.58338191e+01 1.84099391e+01 1.40003266e+01 1.71955254e+01
 2.07158586e+01 1.84099391e+01 1.90364899e+01 1.71955254e+01
 2.42052551e+01 2.45702286e+01 2.33059694e+01 2.43105981e+01
 2.60396615e+01 2.64845361e+01 2.54102604e+01 2.58565204e+01
 6.46113964e-02 5.51596796e-02 7.34420504e-02 5.97791437e-02
 4.93530961e-02 5.51596796e-02 5.37914302e-02 5.97791437e-02
 4.25852642e-02 4.23841947e-02 4.49950916e-02 4.28590932e-02
 3.90982354e-02 3.87911133e-02 4.08874231e-02 4.02572218e-02
 1.39580384e-02 1.31809774e-02 1.47232751e-02 1.35564306e-02
 1.26688801e-02 1.31809774e-02 1.29943322e-02 1.35564306e-02
 1.20886745e-02 1.19982863e-02 1.21517637e-02 1.20492404e-02
 1.18904807e-02 1.18256813e-02 1.18776124e-02 1.19074400e-02
 7.71227319e-01 6.91318238e-01 8.23089525e-01 7.31530370e-01
 6.04565664e-01 6.91318238e-01 6.73080925e-01 7.31530370e-01
 4.52944232e-01 4.39554070e-01 5.04504990e-01 4.56012988e-01
 3.70887969e-01 3.47965460e-01 4.07972128e-01 3.74249213e-01]"
335,../NEU-DET/train/images\inclusion\inclusion_185.jpg,inclusion,185,[0.27169835 0.14026177 0.09739978 ... 0.04383868 0.10957476 0.04746289],"[ 3.66648241  5.5310977   2.95829146  5.04727153  8.29191919  5.5310977
  5.32181818  5.04727153 17.05969388 13.79739236  7.10502551 13.66878817
 35.86018229 26.85923052 11.12057292 29.40926241  1.36396985  1.7517992
  1.24346734  1.6701851   2.09494949  1.7517992   1.74085859  1.6701851
  2.91433673  2.67110722  1.9982398   2.65180757  4.14632813  3.62041662
  2.44755208  3.79166224  0.51536391  0.43472391  0.53507257  0.44718108
  0.39508673  0.43472391  0.43165531  0.44718108  0.32374818  0.3388782
  0.39744493  0.33855137  0.25375638  0.28363399  0.34677484  0.26431317
  0.07972496  0.06984755  0.08194236  0.07165766  0.06534689  0.06984755
  0.07008663  0.07165766  0.05674461  0.05872008  0.06612563  0.05893826
  0.04850347  0.0520242   0.06093564  0.05059073  0.98712376  0.98053914
  0.98966733  0.98224428  0.97068262  0.98053914  0.98138424  0.98224428
  0.93888151  0.9506286   0.97506806  0.95114672  0.86815395  0.90134582
  0.96073246  0.89244998]"
1330,../NEU-DET/train/images\scratches\scratches_216.jpg,scratches,216,[0.16003368 0.11548319 0.04442723 ... 0.         0.17318747 0.15174848],"[1.27231055e+02 1.28823590e+02 1.25847990e+01 1.38066892e+02
 2.93495126e+02 1.28823590e+02 3.19446717e+01 1.38066892e+02
 4.42928087e+02 3.97161818e+02 6.89570918e+01 4.02516916e+02
 6.08745677e+02 5.70544266e+02 1.34148490e+02 5.83697949e+02
 5.33376884e+00 5.66599328e+00 2.34288945e+00 5.72240600e+00
 8.10295455e+00 5.66599328e+00 3.59421717e+00 5.72240600e+00
 1.04333929e+01 9.99961349e+00 4.86739796e+00 9.92179649e+00
 1.33216667e+01 1.28571049e+01 6.45369792e+00 1.27376979e+01
 2.91574262e-01 2.59655284e-01 3.85963805e-01 2.65049395e-01
 2.21239243e-01 2.59655284e-01 2.87135391e-01 2.65049395e-01
 1.77942379e-01 1.80805257e-01 2.42037917e-01 1.86890980e-01
 1.29560315e-01 1.33393934e-01 2.03435828e-01 1.47067240e-01
 5.28086852e-02 4.92567568e-02 6.22115880e-02 4.95639718e-02
 4.43657943e-02 4.92567568e-02 5.13265822e-02 4.95639718e-02
 3.85538821e-02 3.91551778e-02 4.64392088e-02 3.99585226e-02
 3.34233911e-02 3.39928244e-02 4.21973529e-02 3.47964445e-02
 8.55258979e-01 8.53789579e-01 9.85659011e-01 8.43301810e-01
 6.67443059e-01 8.53789579e-01 9.63683056e-01 8.43301810e-01
 5.02143738e-01 5.55005346e-01 9.21998164e-01 5.49065323e-01
 3.26826911e-01 3.72594150e-01 8.49525209e-01 3.58513325e-01]"
1789,../NEU-DET/validation/images\scratches\scratches_290.jpg,scratches,290,[0.10912296 0.02908719 0.21109438 ... 0.03068686 0.04376133 0.0223667 ],"[1.03711055e+01 3.94217318e+01 3.36113568e+01 3.99088154e+01
 2.01864394e+01 3.94217318e+01 9.93595202e+01 3.99088154e+01
 3.55663776e+01 1.69977737e+02 2.24054311e+02 1.81450514e+02
 6.61695833e+01 3.08523249e+02 3.62858776e+02 3.26364784e+02
 2.34236181e+00 4.12944118e+00 3.63638191e+00 4.10623469e+00
 3.30058081e+00 4.12944118e+00 6.12941919e+00 4.10623469e+00
 4.40142857e+00 8.15413950e+00 9.30676020e+00 8.41431111e+00
 5.96666667e+00 1.12578117e+01 1.23344010e+01 1.17471835e+01
 3.59951069e-01 2.49653706e-01 2.89151538e-01 2.54652767e-01
 2.75995687e-01 2.49653706e-01 1.94913357e-01 2.54652767e-01
 2.17659734e-01 1.52517820e-01 1.37649828e-01 1.47697461e-01
 1.70581598e-01 1.13091332e-01 9.96303828e-02 1.03990113e-01
 4.48626446e-02 3.59450486e-02 3.92533765e-02 3.62953436e-02
 3.76935327e-02 3.59450486e-02 3.06968517e-02 3.62953436e-02
 3.23946146e-02 2.65751047e-02 2.52690257e-02 2.62943770e-02
 2.78574331e-02 2.30669350e-02 2.20878548e-02 2.24901820e-02
 9.89604243e-01 9.60452552e-01 9.66287213e-01 9.59965158e-01
 9.79765692e-01 9.60452552e-01 9.00158687e-01 9.59965158e-01
 9.64365468e-01 8.28873680e-01 7.74020836e-01 8.17384768e-01
 9.33740986e-01 6.87339014e-01 6.31256315e-01 6.69826028e-01]"
703,../NEU-DET/train/images\patches\patches_84.jpg,patches,84,[0.16941409 0.21934415 0.24011062 ... 0.09049635 0.12818049 0.21919534],"[2.36373442e+02 3.05535239e+02 2.05890704e+02 2.98274690e+02
 4.04761111e+02 3.05535239e+02 3.58853384e+02 2.98274690e+02
 6.75146990e+02 6.08402819e+02 5.49749464e+02 7.05922441e+02
 1.28242661e+03 1.05453239e+03 9.17535156e+02 1.36494760e+03
 1.15006784e+01 1.30350496e+01 1.06381910e+01 1.29230575e+01
 1.51642424e+01 1.30350496e+01 1.40210101e+01 1.29230575e+01
 1.96236224e+01 1.85759746e+01 1.71693622e+01 1.97160452e+01
 2.67533854e+01 2.40371187e+01 2.13503646e+01 2.69902221e+01
 1.13389363e-01 1.03145097e-01 1.21075579e-01 1.02819604e-01
 8.94473903e-02 1.03145097e-01 9.96550434e-02 1.02819604e-01
 7.29983694e-02 7.58806873e-02 8.51571131e-02 7.49313417e-02
 6.06343978e-02 6.37716348e-02 7.46400421e-02 5.91443509e-02
 2.08838033e-02 2.07843284e-02 2.16704646e-02 2.08717964e-02
 1.89418096e-02 2.07843284e-02 2.04073764e-02 2.08717964e-02
 1.71579877e-02 1.76815888e-02 1.84625244e-02 1.72637483e-02
 1.55100153e-02 1.61638109e-02 1.73412766e-02 1.50822236e-02
 9.73431320e-01 9.65680380e-01 9.76862475e-01 9.66496268e-01
 9.54541008e-01 9.65680380e-01 9.59703512e-01 9.66496268e-01
 9.24374348e-01 9.31903284e-01 9.38373796e-01 9.20998035e-01
 8.57300463e-01 8.82804915e-01 8.97556962e-01 8.48395431e-01]"
